model,log,alg,time
g-45-20-20-10-5--20-50-20--10--25--6,log,double-smallest,911
g-45-20-20-10-5--20-50-20--10--25--7,log,double-smallest,263
g-45-20-20-10-5--20-50-20--10--25--8,log,double-smallest,186
g-45-20-20-10-5--20-50-20--10--25--9,log,double-smallest,965
g-45-20-20-10-5--20-50-20--10--50--1,log,double-smallest,15205
g-45-20-20-10-5--20-50-20--10--50--10,log,double-smallest,3737
g-45-20-20-10-5--20-50-20--10--50--11,log,double-smallest,2330
g-45-20-20-10-5--20-50-20--10--50--12,log,double-smallest,1788
g-45-20-20-10-5--20-50-20--10--50--13,log,double-smallest,721
g-45-20-20-10-5--20-50-20--10--50--14,log,double-smallest,813
g-45-20-20-10-5--20-50-20--10--50--15,log,double-smallest,1227
g-45-20-20-10-5--20-50-20--10--50--16,log,double-smallest,1223
g-45-20-20-10-5--20-50-20--10--50--17,log,double-smallest,5858
g-45-20-20-10-5--20-50-20--10--50--18,log,double-smallest,945
g-45-20-20-10-5--20-50-20--10--50--19,log,double-smallest,2113
g-45-20-20-10-5--20-50-20--10--50--2,log,double-smallest,839
g-45-20-20-10-5--20-50-20--10--50--20,log,double-smallest,9157
g-45-20-20-10-5--20-50-20--10--50--21,log,double-smallest,3174
g-45-20-20-10-5--20-50-20--10--50--22,log,double-smallest,5374
g-45-20-20-10-5--20-50-20--10--50--23,log,double-smallest,12107
g-45-20-20-10-5--20-50-20--10--50--24,log,double-smallest,1305
g-45-20-20-10-5--20-50-20--10--50--25,log,double-smallest,1745
g-45-20-20-10-5--20-50-20--10--50--26,log,double-smallest,1414
g-45-20-20-10-5--20-50-20--10--50--27,log,double-smallest,11364
g-45-20-20-10-5--20-50-20--10--50--28,log,double-smallest,1732
g-45-20-20-10-5--20-50-20--10--50--29,log,double-smallest,3798
g-45-20-20-10-5--20-50-20--10--50--3,log,double-smallest,905
g-45-20-20-10-5--20-50-20--10--50--30,log,double-smallest,6868
g-45-20-20-10-5--20-50-20--10--50--4,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--10--50--5,log,double-smallest,27296
g-45-20-20-10-5--20-50-20--10--50--6,log,double-smallest,205
g-45-20-20-10-5--20-50-20--10--50--7,log,double-smallest,870
g-45-20-20-10-5--20-50-20--10--50--8,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--10--50--9,log,double-smallest,3246
g-45-20-20-10-5--20-50-20--10--75--1,log,double-smallest,1804
g-45-20-20-10-5--20-50-20--10--75--10,log,double-smallest,1341
g-45-20-20-10-5--20-50-20--10--75--11,log,double-smallest,51640
g-45-20-20-10-5--20-50-20--10--75--12,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--10--75--13,log,double-smallest,6645
g-45-20-20-10-5--20-50-20--10--75--14,log,double-smallest,45032
g-45-20-20-10-5--20-50-20--10--75--15,log,double-smallest,39625
g-45-20-20-10-5--20-50-20--10--75--16,log,double-smallest,2685
g-45-20-20-10-5--20-50-20--10--75--17,log,double-smallest,4742
g-45-20-20-10-5--20-50-20--10--75--18,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--10--75--19,log,double-smallest,5093
g-45-20-20-10-5--20-50-20--10--75--2,log,double-smallest,5716
g-45-20-20-10-5--20-50-20--10--75--20,log,double-smallest,4567
g-45-20-20-10-5--20-50-20--10--75--21,log,double-smallest,875
g-45-20-20-10-5--20-50-20--10--75--22,log,double-smallest,716
g-45-20-20-10-5--20-50-20--10--75--23,log,double-smallest,15415
g-45-20-20-10-5--20-50-20--10--75--24,log,double-smallest,1503
g-45-20-20-10-5--20-50-20--10--75--25,log,double-smallest,7426
g-45-20-20-10-5--20-50-20--10--75--26,log,double-smallest,1957
g-45-20-20-10-5--20-50-20--10--75--27,log,double-smallest,4006
g-45-20-20-10-5--20-50-20--10--75--28,log,double-smallest,59122
g-45-20-20-10-5--20-50-20--10--75--29,log,double-smallest,1290
g-45-20-20-10-5--20-50-20--10--75--3,log,double-smallest,8470
g-45-20-20-10-5--20-50-20--10--75--30,log,double-smallest,456
g-45-20-20-10-5--20-50-20--10--75--4,log,double-smallest,23807
g-45-20-20-10-5--20-50-20--10--75--5,log,double-smallest,18814
g-45-20-20-10-5--20-50-20--10--75--6,log,double-smallest,1393
g-45-20-20-10-5--20-50-20--10--75--7,log,double-smallest,55222
g-45-20-20-10-5--20-50-20--10--75--8,log,double-smallest,19931
g-45-20-20-10-5--20-50-20--10--75--9,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--25--1,log,double-smallest,1720
g-45-20-20-10-5--20-50-20--30--25--10,log,double-smallest,2380
g-45-20-20-10-5--20-50-20--30--25--11,log,double-smallest,438
g-45-20-20-10-5--20-50-20--30--25--12,log,double-smallest,698
g-45-20-20-10-5--20-50-20--30--25--13,log,double-smallest,183
g-45-20-20-10-5--20-50-20--30--25--14,log,double-smallest,365
g-45-20-20-10-5--20-50-20--30--25--15,log,double-smallest,754
g-45-20-20-10-5--20-50-20--30--25--16,log,double-smallest,4246
g-45-20-20-10-5--20-50-20--30--25--17,log,double-smallest,834
g-45-20-20-10-5--20-50-20--30--25--18,log,double-smallest,1880
g-45-20-20-10-5--20-50-20--30--25--19,log,double-smallest,574
g-45-20-20-10-5--20-50-20--30--25--2,log,double-smallest,993
g-45-20-20-10-5--20-50-20--30--25--20,log,double-smallest,1140
g-45-20-20-10-5--20-50-20--30--25--21,log,double-smallest,389
g-45-20-20-10-5--20-50-20--30--25--22,log,double-smallest,947
g-45-20-20-10-5--20-50-20--30--25--23,log,double-smallest,578
g-45-20-20-10-5--20-50-20--30--25--24,log,double-smallest,425
g-45-20-20-10-5--20-50-20--30--25--25,log,double-smallest,414
g-45-20-20-10-5--20-50-20--30--25--26,log,double-smallest,852
g-45-20-20-10-5--20-50-20--30--25--27,log,double-smallest,1274
g-45-20-20-10-5--20-50-20--30--25--28,log,double-smallest,114
g-45-20-20-10-5--20-50-20--30--25--29,log,double-smallest,520
g-45-20-20-10-5--20-50-20--30--25--3,log,double-smallest,2491
g-45-20-20-10-5--20-50-20--30--25--30,log,double-smallest,361
g-45-20-20-10-5--20-50-20--30--25--4,log,double-smallest,464
g-45-20-20-10-5--20-50-20--30--25--5,log,double-smallest,907
g-45-20-20-10-5--20-50-20--30--25--6,log,double-smallest,335
g-45-20-20-10-5--20-50-20--30--25--7,log,double-smallest,672
g-45-20-20-10-5--20-50-20--30--25--8,log,double-smallest,205
g-45-20-20-10-5--20-50-20--30--25--9,log,double-smallest,1775
g-45-20-20-10-5--20-50-20--30--50--1,log,double-smallest,54382
g-45-20-20-10-5--20-50-20--30--50--10,log,double-smallest,770
g-45-20-20-10-5--20-50-20--30--50--11,log,double-smallest,511
g-45-20-20-10-5--20-50-20--30--50--12,log,double-smallest,22517
g-45-20-20-10-5--20-50-20--30--50--13,log,double-smallest,16837
g-45-20-20-10-5--20-50-20--30--50--14,log,double-smallest,7857
g-45-20-20-10-5--20-50-20--30--50--15,log,double-smallest,25120
g-45-20-20-10-5--20-50-20--30--50--16,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--50--17,log,double-smallest,778
g-45-20-20-10-5--20-50-20--30--50--18,log,double-smallest,526
g-45-20-20-10-5--20-50-20--30--50--19,log,double-smallest,8443
g-45-20-20-10-5--20-50-20--30--50--2,log,double-smallest,3472
g-45-20-20-10-5--20-50-20--30--50--20,log,double-smallest,638
g-45-20-20-10-5--20-50-20--30--50--21,log,double-smallest,884
g-45-20-20-10-5--20-50-20--30--50--22,log,double-smallest,539
g-45-20-20-10-5--20-50-20--30--50--23,log,double-smallest,3869
g-45-20-20-10-5--20-50-20--30--50--24,log,double-smallest,23245
g-45-20-20-10-5--20-50-20--30--50--25,log,double-smallest,612
g-45-20-20-10-5--20-50-20--30--50--26,log,double-smallest,995
g-45-20-20-10-5--20-50-20--30--50--27,log,double-smallest,3929
g-45-20-20-10-5--20-50-20--30--50--28,log,double-smallest,11425
g-45-20-20-10-5--20-50-20--30--50--29,log,double-smallest,7201
g-45-20-20-10-5--20-50-20--30--50--3,log,double-smallest,7108
g-45-20-20-10-5--20-50-20--30--50--30,log,double-smallest,2943
g-45-20-20-10-5--20-50-20--30--50--4,log,double-smallest,2738
g-45-20-20-10-5--20-50-20--30--50--5,log,double-smallest,580
g-45-20-20-10-5--20-50-20--30--50--6,log,double-smallest,313
g-45-20-20-10-5--20-50-20--30--50--7,log,double-smallest,3291
g-45-20-20-10-5--20-50-20--30--50--8,log,double-smallest,1297
g-45-20-20-10-5--20-50-20--30--50--9,log,double-smallest,14947
g-45-20-20-10-5--20-50-20--30--75--1,log,double-smallest,606
g-45-20-20-10-5--20-50-20--30--75--10,log,double-smallest,3663
g-45-20-20-10-5--20-50-20--30--75--11,log,double-smallest,5462
g-45-20-20-10-5--20-50-20--30--75--12,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--13,log,double-smallest,9971
g-45-20-20-10-5--20-50-20--30--75--14,log,double-smallest,1212
g-45-20-20-10-5--20-50-20--30--75--15,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--16,log,double-smallest,21461
g-45-20-20-10-5--20-50-20--30--75--17,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--18,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--19,log,double-smallest,1762
g-45-20-20-10-5--20-50-20--30--75--2,log,double-smallest,4018
g-45-20-20-10-5--20-50-20--30--75--20,log,double-smallest,25995
g-45-20-20-10-5--20-50-20--30--75--21,log,double-smallest,454
g-45-20-20-10-5--20-50-20--30--75--22,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--23,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--24,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--25,log,double-smallest,29009
g-45-20-20-10-5--20-50-20--30--75--26,log,double-smallest,13465
g-45-20-20-10-5--20-50-20--30--75--27,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--28,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--29,log,double-smallest,10485
g-45-20-20-10-5--20-50-20--30--75--3,log,double-smallest,6919
g-45-20-20-10-5--20-50-20--30--75--30,log,double-smallest,2289
g-45-20-20-10-5--20-50-20--30--75--4,log,double-smallest,27366
g-45-20-20-10-5--20-50-20--30--75--5,log,double-smallest,59887
g-45-20-20-10-5--20-50-20--30--75--6,log,double-smallest,386
g-45-20-20-10-5--20-50-20--30--75--7,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--30--75--8,log,double-smallest,2186
g-45-20-20-10-5--20-50-20--30--75--9,log,double-smallest,22219
g-45-20-20-10-5--20-50-20--50--25--1,log,double-smallest,443
g-45-20-20-10-5--20-50-20--50--25--10,log,double-smallest,226
g-45-20-20-10-5--20-50-20--50--25--11,log,double-smallest,1274
g-45-20-20-10-5--20-50-20--50--25--12,log,double-smallest,468
g-45-20-20-10-5--20-50-20--50--25--13,log,double-smallest,691
g-45-20-20-10-5--20-50-20--50--25--14,log,double-smallest,588
g-45-20-20-10-5--20-50-20--50--25--15,log,double-smallest,338
g-45-20-20-10-5--20-50-20--50--25--16,log,double-smallest,393
g-45-20-20-10-5--20-50-20--50--25--17,log,double-smallest,201
g-45-20-20-10-5--20-50-20--50--25--18,log,double-smallest,185
g-45-20-20-10-5--20-50-20--50--25--19,log,double-smallest,302
g-45-20-20-10-5--20-50-20--50--25--2,log,double-smallest,356
g-45-20-20-10-5--20-50-20--50--25--20,log,double-smallest,930
g-45-20-20-10-5--20-50-20--50--25--21,log,double-smallest,425
g-45-20-20-10-5--20-50-20--50--25--22,log,double-smallest,201
g-45-20-20-10-5--20-50-20--50--25--23,log,double-smallest,297
g-45-20-20-10-5--20-50-20--50--25--24,log,double-smallest,793
g-45-20-20-10-5--20-50-20--50--25--25,log,double-smallest,236
g-45-20-20-10-5--20-50-20--50--25--26,log,double-smallest,840
g-45-20-20-10-5--20-50-20--50--25--27,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--25--28,log,double-smallest,1124
g-45-20-20-10-5--20-50-20--50--25--29,log,double-smallest,1485
g-45-20-20-10-5--20-50-20--50--25--3,log,double-smallest,1295
g-45-20-20-10-5--20-50-20--50--25--30,log,double-smallest,1366
g-45-20-20-10-5--20-50-20--50--25--4,log,double-smallest,3686
g-45-20-20-10-5--20-50-20--50--25--5,log,double-smallest,649
g-45-20-20-10-5--20-50-20--50--25--6,log,double-smallest,679
g-45-20-20-10-5--20-50-20--50--25--7,log,double-smallest,438
g-45-20-20-10-5--20-50-20--50--25--8,log,double-smallest,115
g-45-20-20-10-5--20-50-20--50--25--9,log,double-smallest,3695
g-45-20-20-10-5--20-50-20--50--50--1,log,double-smallest,14204
g-45-20-20-10-5--20-50-20--50--50--10,log,double-smallest,2011
g-45-20-20-10-5--20-50-20--50--50--11,log,double-smallest,4196
g-45-20-20-10-5--20-50-20--50--50--12,log,double-smallest,20256
g-45-20-20-10-5--20-50-20--50--50--13,log,double-smallest,3116
g-45-20-20-10-5--20-50-20--50--50--14,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--50--15,log,double-smallest,11504
g-45-20-20-10-5--20-50-20--50--50--16,log,double-smallest,8230
g-45-20-20-10-5--20-50-20--50--50--17,log,double-smallest,50902
g-45-20-20-10-5--20-50-20--50--50--18,log,double-smallest,2963
g-45-20-20-10-5--20-50-20--50--50--19,log,double-smallest,13076
g-45-20-20-10-5--20-50-20--50--50--2,log,double-smallest,7850
g-45-20-20-10-5--20-50-20--50--50--20,log,double-smallest,34236
g-45-20-20-10-5--20-50-20--50--50--21,log,double-smallest,3082
g-45-20-20-10-5--20-50-20--50--50--22,log,double-smallest,21327
g-45-20-20-10-5--20-50-20--50--50--23,log,double-smallest,1122
g-45-20-20-10-5--20-50-20--50--50--24,log,double-smallest,4815
g-45-20-20-10-5--20-50-20--50--50--25,log,double-smallest,22378
g-45-20-20-10-5--20-50-20--50--50--26,log,double-smallest,5213
g-45-20-20-10-5--20-50-20--50--50--27,log,double-smallest,3885
g-45-20-20-10-5--20-50-20--50--50--28,log,double-smallest,934
g-45-20-20-10-5--20-50-20--50--50--29,log,double-smallest,1543
g-45-20-20-10-5--20-50-20--50--50--3,log,double-smallest,14210
g-45-20-20-10-5--20-50-20--50--50--30,log,double-smallest,14851
g-45-20-20-10-5--20-50-20--50--50--4,log,double-smallest,19668
g-45-20-20-10-5--20-50-20--50--50--5,log,double-smallest,11076
g-45-20-20-10-5--20-50-20--50--50--6,log,double-smallest,36006
g-45-20-20-10-5--20-50-20--50--50--7,log,double-smallest,3967
g-45-20-20-10-5--20-50-20--50--50--8,log,double-smallest,1348
g-45-20-20-10-5--20-50-20--50--50--9,log,double-smallest,3873
g-45-20-20-10-5--20-50-20--50--75--1,log,double-smallest,7067
g-45-20-20-10-5--20-50-20--50--75--10,log,double-smallest,5138
g-45-20-20-10-5--20-50-20--50--75--11,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--12,log,double-smallest,1301
g-45-20-20-10-5--20-50-20--50--75--13,log,double-smallest,1619
g-45-20-20-10-5--20-50-20--50--75--14,log,double-smallest,49939
g-45-20-20-10-5--20-50-20--50--75--15,log,double-smallest,15911
g-45-20-20-10-5--20-50-20--50--75--16,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--17,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--18,log,double-smallest,10540
g-45-20-20-10-5--20-50-20--50--75--19,log,double-smallest,6442
g-45-20-20-10-5--20-50-20--50--75--2,log,double-smallest,17865
g-45-20-20-10-5--20-50-20--50--75--20,log,double-smallest,24575
g-45-20-20-10-5--20-50-20--50--75--21,log,double-smallest,17338
g-45-20-20-10-5--20-50-20--50--75--22,log,double-smallest,1493
g-45-20-20-10-5--20-50-20--50--75--23,log,double-smallest,298
g-45-20-20-10-5--20-50-20--50--75--24,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--25,log,double-smallest,51635
g-45-20-20-10-5--20-50-20--50--75--26,log,double-smallest,6868
g-45-20-20-10-5--20-50-20--50--75--27,log,double-smallest,45124
g-45-20-20-10-5--20-50-20--50--75--28,log,double-smallest,2564
g-45-20-20-10-5--20-50-20--50--75--29,log,double-smallest,1115
g-45-20-20-10-5--20-50-20--50--75--3,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--30,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--4,log,double-smallest,19947
g-45-20-20-10-5--20-50-20--50--75--5,log,double-smallest,5877
g-45-20-20-10-5--20-50-20--50--75--6,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--50--75--7,log,double-smallest,11308
g-45-20-20-10-5--20-50-20--50--75--8,log,double-smallest,1800
g-45-20-20-10-5--20-50-20--50--75--9,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--25--1,log,double-smallest,559
g-45-20-20-10-5--20-50-20--70--25--10,log,double-smallest,782
g-45-20-20-10-5--20-50-20--70--25--11,log,double-smallest,4154
g-45-20-20-10-5--20-50-20--70--25--12,log,double-smallest,1702
g-45-20-20-10-5--20-50-20--70--25--13,log,double-smallest,1035
g-45-20-20-10-5--20-50-20--70--25--14,log,double-smallest,502
g-45-20-20-10-5--20-50-20--70--25--15,log,double-smallest,497
g-45-20-20-10-5--20-50-20--70--25--16,log,double-smallest,465
g-45-20-20-10-5--20-50-20--70--25--17,log,double-smallest,2842
g-45-20-20-10-5--20-50-20--70--25--18,log,double-smallest,399
g-45-20-20-10-5--20-50-20--70--25--19,log,double-smallest,698
g-45-20-20-10-5--20-50-20--70--25--2,log,double-smallest,2460
g-45-20-20-10-5--20-50-20--70--25--20,log,double-smallest,624
g-45-20-20-10-5--20-50-20--70--25--21,log,double-smallest,359
g-45-20-20-10-5--20-50-20--70--25--22,log,double-smallest,936
g-45-20-20-10-5--20-50-20--70--25--23,log,double-smallest,798
g-45-20-20-10-5--20-50-20--70--25--24,log,double-smallest,817
g-45-20-20-10-5--20-50-20--70--25--25,log,double-smallest,191
g-45-20-20-10-5--20-50-20--70--25--26,log,double-smallest,626
g-45-20-20-10-5--20-50-20--70--25--27,log,double-smallest,941
g-45-20-20-10-5--20-50-20--70--25--28,log,double-smallest,517
g-45-20-20-10-5--20-50-20--70--25--29,log,double-smallest,226
g-45-20-20-10-5--20-50-20--70--25--3,log,double-smallest,400
g-45-20-20-10-5--20-50-20--70--25--30,log,double-smallest,6231
g-45-20-20-10-5--20-50-20--70--25--4,log,double-smallest,514
g-45-20-20-10-5--20-50-20--70--25--5,log,double-smallest,446
g-45-20-20-10-5--20-50-20--70--25--6,log,double-smallest,1086
g-45-20-20-10-5--20-50-20--70--25--7,log,double-smallest,458
g-45-20-20-10-5--20-50-20--70--25--8,log,double-smallest,421
g-45-20-20-10-5--20-50-20--70--25--9,log,double-smallest,928
g-45-20-20-10-5--20-50-20--70--50--1,log,double-smallest,660
g-45-20-20-10-5--20-50-20--70--50--10,log,double-smallest,4230
g-45-20-20-10-5--20-50-20--70--50--11,log,double-smallest,1163
g-45-20-20-10-5--20-50-20--70--50--12,log,double-smallest,22090
g-45-20-20-10-5--20-50-20--70--50--13,log,double-smallest,20008
g-45-20-20-10-5--20-50-20--70--50--14,log,double-smallest,1099
g-45-20-20-10-5--20-50-20--70--50--15,log,double-smallest,1100
g-45-20-20-10-5--20-50-20--70--50--16,log,double-smallest,1649
g-45-20-20-10-5--20-50-20--70--50--17,log,double-smallest,2096
g-45-20-20-10-5--20-50-20--70--50--18,log,double-smallest,606
g-45-20-20-10-5--20-50-20--70--50--19,log,double-smallest,8020
g-45-20-20-10-5--20-50-20--70--50--2,log,double-smallest,45413
g-45-20-20-10-5--20-50-20--70--50--20,log,double-smallest,4578
g-45-20-20-10-5--20-50-20--70--50--21,log,double-smallest,13157
g-45-20-20-10-5--20-50-20--70--50--22,log,double-smallest,17743
g-45-20-20-10-5--20-50-20--70--50--23,log,double-smallest,21609
g-45-20-20-10-5--20-50-20--70--50--24,log,double-smallest,1055
g-45-20-20-10-5--20-50-20--70--50--25,log,double-smallest,774
g-45-20-20-10-5--20-50-20--70--50--26,log,double-smallest,1648
g-45-20-20-10-5--20-50-20--70--50--27,log,double-smallest,1987
g-45-20-20-10-5--20-50-20--70--50--28,log,double-smallest,16416
g-45-20-20-10-5--20-50-20--70--50--29,log,double-smallest,1873
g-45-20-20-10-5--20-50-20--70--50--3,log,double-smallest,33089
g-45-20-20-10-5--20-50-20--70--50--30,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--50--4,log,double-smallest,2247
g-45-20-20-10-5--20-50-20--70--50--5,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--50--6,log,double-smallest,1274
g-45-20-20-10-5--20-50-20--70--50--7,log,double-smallest,44749
g-45-20-20-10-5--20-50-20--70--50--8,log,double-smallest,4487
g-45-20-20-10-5--20-50-20--70--50--9,log,double-smallest,5187
g-45-20-20-10-5--20-50-20--70--75--1,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--10,log,double-smallest,26944
g-45-20-20-10-5--20-50-20--70--75--11,log,double-smallest,695
g-45-20-20-10-5--20-50-20--70--75--12,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--13,log,double-smallest,4834
g-45-20-20-10-5--20-50-20--70--75--14,log,double-smallest,12062
g-45-20-20-10-5--20-50-20--70--75--15,log,double-smallest,1993
g-45-20-20-10-5--20-50-20--70--75--16,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--17,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--18,log,double-smallest,11349
g-45-20-20-10-5--20-50-20--70--75--19,log,double-smallest,38805
g-45-20-20-10-5--20-50-20--70--75--2,log,double-smallest,1163
g-45-20-20-10-5--20-50-20--70--75--20,log,double-smallest,5105
g-45-20-20-10-5--20-50-20--70--75--21,log,double-smallest,4361
g-45-20-20-10-5--20-50-20--70--75--22,log,double-smallest,16208
g-45-20-20-10-5--20-50-20--70--75--23,log,double-smallest,2222
g-45-20-20-10-5--20-50-20--70--75--24,log,double-smallest,3473
g-45-20-20-10-5--20-50-20--70--75--25,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--26,log,double-smallest,3825
g-45-20-20-10-5--20-50-20--70--75--27,log,double-smallest,60000
g-45-20-20-10-5--20-50-20--70--75--28,log,double-smallest,54323
g-45-20-20-10-5--20-50-20--70--75--29,log,double-smallest,1397
g-45-20-20-10-5--20-50-20--70--75--3,log,double-smallest,2862
g-45-20-20-10-5--20-50-20--70--75--30,log,double-smallest,37323
g-45-20-20-10-5--20-50-20--70--75--4,log,double-smallest,22117
g-45-20-20-10-5--20-50-20--70--75--5,log,double-smallest,1916
g-45-20-20-10-5--20-50-20--70--75--6,log,double-smallest,38814
g-45-20-20-10-5--20-50-20--70--75--7,log,double-smallest,33337
g-45-20-20-10-5--20-50-20--70--75--8,log,double-smallest,2295
g-45-20-20-10-5--20-50-20--70--75--9,log,double-smallest,16653
g-45-20-20-10-5--50-20-20--10--25--1,log,double-smallest,633
g-45-20-20-10-5--50-20-20--10--25--10,log,double-smallest,3279
g-45-20-20-10-5--50-20-20--10--25--11,log,double-smallest,460
g-45-20-20-10-5--50-20-20--10--25--12,log,double-smallest,487
g-45-20-20-10-5--50-20-20--10--25--13,log,double-smallest,785
g-45-20-20-10-5--50-20-20--10--25--14,log,double-smallest,559
g-45-20-20-10-5--50-20-20--10--25--15,log,double-smallest,253
g-45-20-20-10-5--50-20-20--10--25--16,log,double-smallest,1478
g-45-20-20-10-5--50-20-20--10--25--17,log,double-smallest,369
g-45-20-20-10-5--50-20-20--10--25--18,log,double-smallest,551
g-45-20-20-10-5--50-20-20--10--25--19,log,double-smallest,1009
g-45-20-20-10-5--50-20-20--10--25--2,log,double-smallest,371
g-45-20-20-10-5--50-20-20--10--25--20,log,double-smallest,358
g-45-20-20-10-5--50-20-20--10--25--21,log,double-smallest,966
g-45-20-20-10-5--50-20-20--10--25--22,log,double-smallest,1190
g-45-20-20-10-5--50-20-20--10--25--23,log,double-smallest,743
g-45-20-20-10-5--50-20-20--10--25--24,log,double-smallest,298
g-45-20-20-10-5--50-20-20--10--25--25,log,double-smallest,1290
g-45-20-20-10-5--50-20-20--10--25--26,log,double-smallest,168
g-45-20-20-10-5--50-20-20--10--25--27,log,double-smallest,351
g-45-20-20-10-5--50-20-20--10--25--28,log,double-smallest,1577
g-45-20-20-10-5--50-20-20--10--25--29,log,double-smallest,1023
g-45-20-20-10-5--50-20-20--10--25--3,log,double-smallest,511
g-45-20-20-10-5--50-20-20--10--25--30,log,double-smallest,16678
g-45-20-20-10-5--50-20-20--10--25--4,log,double-smallest,764
g-45-20-20-10-5--50-20-20--10--25--5,log,double-smallest,946
g-45-20-20-10-5--50-20-20--10--25--6,log,double-smallest,1029
g-45-20-20-10-5--50-20-20--10--25--7,log,double-smallest,710
g-45-20-20-10-5--50-20-20--10--25--8,log,double-smallest,440
g-45-20-20-10-5--50-20-20--10--25--9,log,double-smallest,348
g-45-20-20-10-5--50-20-20--10--50--1,log,double-smallest,15775
g-45-20-20-10-5--50-20-20--10--50--10,log,double-smallest,3467
g-45-20-20-10-5--50-20-20--10--50--11,log,double-smallest,1227
g-45-20-20-10-5--50-20-20--10--50--12,log,double-smallest,60000
g-45-20-20-10-5--50-20-20--10--50--13,log,double-smallest,7267
g-45-20-20-10-5--50-20-20--10--50--14,log,double-smallest,19948
g-45-20-20-10-5--50-20-20--10--50--15,log,double-smallest,1661
g-45-20-20-10-5--50-20-20--10--50--16,log,double-smallest,351
g-45-20-20-10-5--50-20-20--10--50--17,log,double-smallest,2333
g-45-20-20-10-5--50-20-20--10--50--18,log,double-smallest,25378
g-45-20-20-10-5--50-20-20--10--50--19,log,double-smallest,10718
g-45-20-20-10-5--50-20-20--10--50--2,log,double-smallest,9012
g-45-20-20-10-5--50-20-20--10--50--20,log,double-smallest,2080
g-45-20-20-10-5--50-20-20--10--50--21,log,double-smallest,289
g-45-20-20-10-5--50-20-20--10--50--22,log,double-smallest,1705
g-45-20-20-10-5--50-20-20--10--50--23,log,double-smallest,804
g-45-20-20-10-5--50-20-20--10--50--24,log,double-smallest,1280
g-45-20-20-10-5--50-20-20--10--50--25,log,double-smallest,60000
g-45-20-20-10-5--50-20-20--10--50--26,log,double-smallest,1387
g-45-20-20-10-5--50-20-20--10--50--27,log,double-smallest,11990
g-45-20-20-10-5--50-20-20--10--50--28,log,double-smallest,370
g-45-20-20-10-5--50-20-20--10--50--29,log,double-smallest,10851
g-45-20-20-10-5--50-20-20--10--50--3,log,double-smallest,886
g-45-20-20-10-5--50-20-20--10--50--30,log,double-smallest,1221
g-45-20-20-10-5--50-20-20--10--50--4,log,double-smallest,729
g-45-20-20-10-5--50-20-20--10--50--5,log,double-smallest,2272
g-45-20-20-10-5--50-20-20--10--50--6,log,double-smallest,643
g-45-20-20-10-5--50-20-20--10--50--7,log,double-smallest,60000
g-45-20-20-10-5--50-20-20--10--50--8,log,double-smallest,21152
g-45-20-20-10-5--50-20-20--10--50--9,log,double-smallest,4425
g-45-20-20-10-5--50-20-20--10--75--1,log,double-smallest,60000
g-45-20-20-10-5--50-20-20--10--75--10,log,double-smallest,3365
g-45-20-20-10-5--50-20-20--10--75--11,log,double-smallest,502
g-45-20-20-10-5--50-20-20--10--75--12,log,double-smallest,9188
g-45-20-20-10-5--50-20-20--10--75--13,log,double-smallest,14506
g-45-20-20-10-5--50-20-20--10--75--14,log,double-smallest,20453
g-45-20-20-10-5--50-20-20--10--75--15,log,double-smallest,60000
g-45-20-20-10-5--50-20-20--10--75--16,log,double-smallest,14797
g-45-20-20-10-5--50-20-20--10--75--17,log,double-smallest,11397
